,name_en,text,type
110,Longtail Cat Talisman,"A brooch depicting Lacrima, the long-tailed cat.

Renders the wearer immune to fall damage.
However, it cannot prevent falling to one's death.

Lacrima features in the fables of Raya Lucaria, in which she is described as a faerie cat who was fond of playing in the great bell tower. Renders the wearer immune to fall damage",accessories
111,Shabriri's Woe,"Disturbing likeness of a man whose eyes have been gouged out.
The corners of his mouth are upturned in an almost flirtatious manner.

Constantly attracts enemies' aggression.

It is said that the man, named Shabriri, had his eyes gouged out as punishment for the crime of slander, and, with time, the blight of the flame of frenzy came to dwell in the empty sockets. Constantly attracts enemies' aggression",accessories
112,Daedicar's Woe,"Disturbing likeness of a woman whose skin was flayed.
She smiles with a serene tenderness.

Increases damage taken.

It is said that this woman, named Daedica, indulged in every form of adultery and wicked pleasure imaginable, giving birth to a myriad of grotesque children. Increases damage taken",accessories
113,Sacrificial Twig,"A talisman fashioned from a dried twig, so slender that it might snap at the slightest touch.

Prevents rune loss upon death, but will be lost itself in exchange.

Believed to be a twig pruned from the Erdtree long, long ago. Will be lost on death in place of runes",accessories
114,Furled Finger's Trick-Mirror,"A small, clouded mirror that reflects an image of a golden figure.

Makes the bearer take on the appearance of a Host of Fingers.

One of the ritual implements created by the Tarnished to deceive invaders. Take on appearance of a Host of Fingers",accessories
115,Host's Trick-Mirror,"A small, clouded mirror that reflects a flesh-and-blood figure.

Makes the bearer take on the appearance of a summoned cooperator.

One of the ritual implements created by the Tarnished to deceive invaders. Take on appearance of a cooperator",accessories
116,Entwining Umbilical Cord,"Mysterious circular object that's oddly warped.
Changes the demeanour of the wearer's actions. Changes demeanour of wearer's actions",accessories
117,Ancestral Spirit's Horn,"Item cut from the horns of the Regal Ancestor Spirit.

Restore FP upon defeating enemies.

A number of new growths bud from the antler-like horns of the fallen king, each glowing with light. Thus does new life grow from death, and from death, one obtains power. Restores FP upon defeating enemies",accessories
118,,,accessories
0,Lion's Claw,,arts
1,Impaling Thrust,,arts
2,Surge of Faith,,arts
3,Flame Spit,,arts
4,Tongues of Fire,,arts
5,Rallying Standard,,arts
6,Bear Witness!,,arts
7,Eochaid's Dancing Blade,,arts
8,Wave of Gold,,arts
9,Ruinous Ghostflame,,arts
10,Establish Order,,arts
11,"I Command Thee, Kneel!",,arts
12,Regal Roar,,arts
13,Starcaller Cry,,arts
14,Alabaster Lords' Pull,,arts
15,Onyx Lords' Repulsion,,arts
16,Oath of Vengeance,,arts
17,Frenzyflame Thrust,,arts
18,Miquella's Ring of Light,,arts
19,,,arts
29,The Queen's Black Flame,,arts
30,Dynast's Finesse,,arts
31,,,arts
32,,,arts
33,Storm Kick,,arts
34,Unblockable Blade,,arts
118,,,arts
119,No Skill,,arts
120,Piercing Fang,,arts
121,Spinning Slash,,arts
122,,,arts
123,Charge Forth,,arts
124,Stamp (Upward Cut),,arts
125,Stamp (Sweep),,arts
126,Blood Tax,,arts
127,Repeating Thrust,,arts
128,Wild Strikes,,arts
129,Spinning Strikes,,arts
130,Double Slash,,arts
131,Prelate's Charge,,arts
132,Unsheathe,,arts
133,Square Off,,arts
134,Giant Hunt,,arts
135,Torch Attack,,arts
136,Loretta's Slash,,arts
137,Poison Moth Flight,,arts
138,Spinning Weapon,,arts
139,Storm Assault,,arts
140,Stormcaller,,arts
141,Sword Dance,,arts
142,Spinning Chain,,arts
143,Glintblade Phalanx,,arts
144,Sacred Blade,,arts
145,Ice Spear,,arts
146,Glintstone Pebble,,arts
147,Bloody Slash,,arts
148,Lifesteal Fist,,arts
149,Eruption,,arts
150,Prayerful Strike,,arts
151,Gravitas,,arts
152,Storm Blade,,arts
153,Earthshaker,,arts
154,Golden Land,,arts
155,Flaming Strike,,arts
156,Thunderbolt,,arts
157,Lightning Slash,,arts
158,Carian Grandeur,,arts
159,Carian Greatsword,,arts
160,Vacuum Slice,,arts
161,Black Flame Tornado,,arts
162,Sacred Ring of Light,,arts
163,Firebreather,,arts
164,Blood Blade,,arts
165,Phantom Slash,,arts
166,Spectral Lance,,arts
167,Chilling Mist,,arts
168,Poisonous Mist,,arts
169,Shield Bash,,arts
170,Barricade Shield,,arts
171,Parry,,arts
172,Buckler Parry,,arts
174,Carian Retaliation,,arts
175,Storm Wall,,arts
176,Golden Parry,,arts
177,Shield Crash,,arts
178,Thops's Barrier,,arts
179,Through and Through,,arts
180,Barrage,,arts
181,Mighty Shot,,arts
182,Enchanted Shot,,arts
183,Sky Shot,,arts
184,Rain of Arrows,,arts
185,,,arts
186,Hoarfrost Stomp,,arts
187,Storm Stomp,,arts
188,Kick,,arts
189,Lightning Ram,,arts
190,Flame of the Redmanes,,arts
191,Ground Slam,,arts
192,Golden Slam,,arts
193,Waves of Darkness,,arts
194,Hoarah Loux's Earthshaker,,arts
195,Determination,,arts
196,Royal Knight's Resolve,,arts
197,Assassin's Gambit,,arts
198,Golden Vow,,arts
199,Sacred Order,,arts
200,Shared Order,,arts
201,Seppuku,,arts
202,Cragblade,,arts
203,Barbaric Roar,,arts
204,War Cry,,arts
205,Beast's Roar,,arts
206,Troll's Roar,,arts
207,Braggart's Roar,,arts
208,Endure,,arts
209,Vow of the Indomitable,,arts
210,Holy Ground,,arts
211,Quickstep,,arts
212,Bloodhound's Step,,arts
213,Raptor of the Mists,,arts
214,White Shadow's Lure,,arts
215,Oracular Bubble,,arts
216,Bubble Shower,,arts
217,Great Oracular Bubble,,arts
218,Sea of Magma,,arts
219,Viper Bite,,arts
220,Moonlight Greatsword,,arts
221,Siluria's Woe,,arts
222,Soul Stifler,,arts
223,Taker's Flames,,arts
224,Shriek of Milos,,arts
225,Reduvia Blood Blade,,arts
226,Glintstone Dart,,arts
227,Flowing Form,,arts
228,Night-and-Flame Stance,,arts
229,Mists of Slumber,,arts
230,Spearcall Ritual,,arts
231,Wolf's Assault,,arts
232,Thundercloud Form,,arts
233,Cursed-Blood Slice,,arts
234,Waterfowl Dance,,arts
235,Gold Breaker,,arts
236,Wave of Destruction,,arts
237,Bloodboon Ritual,,arts
238,Flowing Form,,arts
239,Blade of Death,,arts
240,Blade of Gold,,arts
241,Destined Death,,arts
242,Spinning Wheel,,arts
243,Ice Lightning Sword,,arts
244,Regal Beastclaw,,arts
245,Flame Dance,,arts
246,Claw Flick,,arts
247,Nebula,,arts
248,Ghostflame Ignition,,arts
249,Ancient Lightning Spear,,arts
250,Golden Tempering,,arts
251,Last Rites,,arts
252,Unblockable Blade,,arts
254,Corpse Wax Cutter,,arts
255,Zamor Ice Storm,,arts
256,Radahn's Rain,,arts
257,Magma Shower,,arts
258,Nebula,,arts
259,Death Flare,,arts
260,Bloodhound's Finesse,,arts
261,Magma Guillotine,,arts
262,Corpse Piler,,arts
263,Transient Moonlight,,arts
264,Bloodblade Dance,,arts
265,Knowledge Above All,,arts
266,Devourer of Worlds,,arts
267,Familal Rancor,,arts
268,Rosus's Summons,,arts
269,Thunderstorm,,arts
270,Sacred Phalanx,,arts
271,Great-Serpent Hunt,,arts
272,Angel's Wings,,arts
273,Sorcery of the Crozier,,arts
274,Erdtree Slam,,arts
275,Gravity Bolt,,arts
276,Fires of Slumber,,arts
277,Golden Retaliation,,arts
278,Contagious Fury,,arts
279,Ordovis's Vortex,,arts
280,Spinning Weapon,,arts
0,Tarnished's Furled Finger,"Item for online play.
(Can also be used from the Multiplayer menu.)

Creates a summon sign for cooperative multiplayer.
Arrive as a cooperator (Furled Finger) with the objective of defeating the area boss of the world to which you were summoned.

A finger of corpse wax, furled like a hook.
It is a relic of those who came before, left to help those who would come after. Creates a summon sign for cooperative multiplayer",goods
